client_id,id_missing,client_name,bank_name,account_type,currency,transaction_amount,risk_category,interest_rate,interest_classification,maturity_date,maturity_status,email,email_check,phone,loan_status,remarks
89603,No,Mary Invest,HSBC,Loan,BDT,253744,Medium,null,Unknown,9/22/2025,Expired,client@mail.com,Valid,1712345678,Pending,Good Payer
28830,No,Beta Funds,Wells Fargo,Current,USD,487786,High,9.66,Medium,6/17/2025,Expired,client@bank.com,Valid,Unknown,Unknown,No Remarks
59278,No,Alpha Holdings,BOFA,Savings,Unknown,454539,High,9.81,Medium,2/20/2026,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Beta Funds,Wells Fargo,Loan,BDT,387847,High,null,Unknown,10/20/2024,Expired,Invalid Email,Invalid,1712345678,Unknown,Follow Up
22882,No,Unknown Client,HSBC,Loan,EUR,301749,High,11.31,High,1/11/2026,Expired,Invalid Email,Invalid,Unknown,Approved,No Remarks
null,Yes,Beta Funds,Unknown Bank,Current,USD,496033,High,5.2,Medium,5/28/2024,Expired,client@mail.com,Valid,1712345678,Rejected,Good Payer
null,Yes,Alpha Holdings,CITI,Investment,GBP,494583,High,5.72,Medium,3/23/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,Follow Up
null,Yes,Alpha Holdings,HSBC,Savings,GBP,260402,Medium,3.3,Low,5/22/2025,Expired,Invalid Email,Invalid,1712345678,Pending,High Risk
null,Yes,Mary Invest,CITI,Investment,GBP,319777,High,3.99,Low,11/14/2024,Expired,Unknown,Missing,Unknown,Rejected,Follow Up
91095,No,Mary Invest,CITI,Loan,BDT,null,Unknown,null,Unknown,null,Unknown,client@mail.com,Valid,Unknown,Approved,Follow Up
90584,No,Unknown Client,HSBC,Loan,USD,358314,High,4.15,Low,6/20/2024,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
null,Yes,John Capital,HSBC,Investment,EUR,97435,Low,9.91,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Pending,High Risk
18862,No,Beta Funds,Wells Fargo,Savings,Unknown,null,Unknown,11.14,High,2/17/2026,Expired,client@bank.com,Valid,1712345678,Pending,No Remarks
97048,No,Mary Invest,Unknown Bank,Loan,BDT,387496,High,10.03,High,1/5/2025,Expired,client@bank.com,Valid,Unknown,Unknown,Good Payer
null,Yes,Beta Funds,Wells Fargo,Current,GBP,282335,Medium,3.59,Low,12/7/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,High Risk
null,Yes,John Capital,CHASE,Investment,USD,null,Unknown,null,Unknown,8/24/2025,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
87053,No,Mary Invest,CITI,Loan,EUR,111455,Medium,9.1,Medium,null,Unknown,client@mail.com,Valid,1712345678,Rejected,High Risk
null,Yes,Alpha Holdings,BOFA,Savings,GBP,428795,High,8.26,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,Follow Up
null,Yes,John Capital,Wells Fargo,Savings,EUR,null,Unknown,12.34,High,4/16/2024,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
null,Yes,John Capital,Unknown Bank,Investment,USD,28639,Low,9.56,Medium,null,Unknown,Invalid Email,Invalid,Unknown,Approved,No Remarks
10568,No,Beta Funds,CHASE,Current,EUR,331403,High,2.42,Low,4/7/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
null,Yes,Mary Invest,Unknown Bank,Loan,GBP,null,Unknown,null,Unknown,3/20/2026,Expired,Unknown,Missing,1712345678,Approved,Good Payer
17111,No,Alpha Holdings,HSBC,Investment,USD,152928,Medium,null,Unknown,1/7/2024,Expired,client@bank.com,Valid,Unknown,Pending,No Remarks
43895,No,Beta Funds,BOFA,Current,EUR,null,Unknown,3.24,Low,null,Unknown,client@mail.com,Valid,Unknown,Pending,No Remarks
95573,No,Beta Funds,CHASE,Investment,GBP,491093,High,null,Unknown,12/1/2024,Expired,Invalid Email,Invalid,1712345678,Approved,High Risk
null,Yes,Beta Funds,Wells Fargo,Investment,BDT,null,Unknown,3.51,Low,null,Unknown,client@mail.com,Valid,Unknown,Approved,No Remarks
null,Yes,John Capital,Unknown Bank,Savings,GBP,137686,Medium,1.71,Low,7/4/2024,Expired,client@mail.com,Valid,Unknown,Unknown,Follow Up
null,Yes,John Capital,HSBC,Savings,Unknown,76898,Low,null,Unknown,6/8/2025,Expired,Invalid Email,Invalid,Unknown,Rejected,High Risk
79036,No,Beta Funds,BOFA,Investment,USD,250307,Medium,null,Unknown,5/16/2026,Expired,Invalid Email,Invalid,1712345678,Unknown,Follow Up
16773,No,Mary Invest,HSBC,Current,GBP,133001,Medium,null,Unknown,3/14/2025,Expired,client@bank.com,Valid,1712345678,Rejected,High Risk
null,Yes,John Capital,CITI,Loan,GBP,null,Unknown,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Approved,Follow Up
62115,No,Unknown Client,CHASE,Current,EUR,null,Unknown,11.14,High,1/29/2024,Expired,Unknown,Missing,1712345678,Rejected,Good Payer
null,Yes,Unknown Client,Unknown Bank,Current,USD,361354,High,null,Unknown,5/6/2025,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
82733,No,Unknown Client,Wells Fargo,Investment,Unknown,217740,Medium,6.64,Medium,null,Unknown,client@mail.com,Valid,Unknown,Pending,Follow Up
48409,No,Alpha Holdings,HSBC,Investment,Unknown,null,Unknown,null,Unknown,11/13/2025,Expired,Unknown,Missing,1712345678,Approved,Follow Up
null,Yes,John Capital,CITI,Savings,BDT,373336,High,5.24,Medium,null,Unknown,client@bank.com,Valid,1712345678,Pending,High Risk
36511,No,John Capital,Unknown Bank,Investment,Unknown,5404,Low,null,Unknown,12/11/2024,Expired,Invalid Email,Invalid,1712345678,Pending,High Risk
null,Yes,John Capital,Unknown Bank,Investment,USD,null,Unknown,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Rejected,High Risk
null,Yes,Unknown Client,BOFA,Investment,BDT,469531,High,7.25,Medium,null,Unknown,client@mail.com,Valid,1712345678,Pending,High Risk
12667,No,Unknown Client,CITI,Investment,BDT,263006,Medium,null,Unknown,8/24/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,Good Payer
null,Yes,Beta Funds,Unknown Bank,Loan,Unknown,null,Unknown,6.71,Medium,5/13/2026,Expired,client@bank.com,Valid,1712345678,Pending,Follow Up
53578,No,Mary Invest,Unknown Bank,Current,USD,429311,High,9.64,Medium,11/14/2024,Expired,client@mail.com,Valid,1712345678,Pending,High Risk
31368,No,Mary Invest,Unknown Bank,Savings,Unknown,380945,High,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Approved,No Remarks
null,Yes,Beta Funds,Wells Fargo,Current,EUR,null,Unknown,4.88,Low,12/6/2025,Expired,client@mail.com,Valid,1712345678,Approved,Follow Up
null,Yes,John Capital,CITI,Investment,Unknown,53901,Low,2.99,Low,1/9/2025,Expired,client@mail.com,Valid,1712345678,Approved,High Risk
83423,No,Beta Funds,Wells Fargo,Investment,GBP,241808,Medium,5.75,Medium,2/15/2025,Expired,Invalid Email,Invalid,Unknown,Approved,Follow Up
null,Yes,John Capital,BOFA,Savings,EUR,293785,Medium,11.53,High,7/18/2024,Expired,client@bank.com,Valid,1712345678,Rejected,Good Payer
null,Yes,Beta Funds,Wells Fargo,Investment,USD,null,Unknown,2.39,Low,3/18/2024,Expired,Invalid Email,Invalid,1712345678,Approved,Follow Up
null,Yes,Unknown Client,HSBC,Current,GBP,null,Unknown,6.18,Medium,11/6/2025,Expired,client@mail.com,Valid,1712345678,Approved,Good Payer
null,Yes,Mary Invest,CITI,Investment,GBP,null,Unknown,11.96,High,4/21/2025,Expired,client@bank.com,Valid,1712345678,Approved,Good Payer
null,Yes,Beta Funds,BOFA,Current,Unknown,263774,Medium,12.39,High,null,Unknown,Unknown,Missing,1712345678,Rejected,No Remarks
38143,No,Unknown Client,BOFA,Investment,Unknown,null,Unknown,7.77,Medium,9/13/2024,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
null,Yes,Beta Funds,CITI,Investment,BDT,null,Unknown,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Approved,Good Payer
null,Yes,Alpha Holdings,Wells Fargo,Current,GBP,367774,High,null,Unknown,3/1/2026,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
57224,No,Unknown Client,CHASE,Current,BDT,434871,High,11.71,High,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,Follow Up
null,Yes,Alpha Holdings,CHASE,Savings,Unknown,null,Unknown,null,Unknown,5/4/2025,Expired,client@bank.com,Valid,Unknown,Unknown,High Risk
95969,No,Unknown Client,CHASE,Current,EUR,null,Unknown,null,Unknown,6/28/2025,Expired,Unknown,Missing,1712345678,Rejected,High Risk
69673,No,Beta Funds,Wells Fargo,Loan,GBP,null,Unknown,4.48,Low,null,Unknown,client@mail.com,Valid,1712345678,Pending,Good Payer
43729,No,Beta Funds,CHASE,Loan,USD,null,Unknown,null,Unknown,3/12/2024,Expired,Invalid Email,Invalid,1712345678,Approved,Good Payer
58104,No,John Capital,CHASE,Investment,Unknown,319082,High,null,Unknown,1/10/2024,Expired,client@bank.com,Valid,1712345678,Pending,No Remarks
null,Yes,Beta Funds,Unknown Bank,Loan,Unknown,null,Unknown,12.43,High,null,Unknown,Unknown,Missing,Unknown,Approved,High Risk
16930,No,Mary Invest,CITI,Investment,Unknown,361494,High,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Rejected,Good Payer
12734,No,John Capital,Unknown Bank,Loan,BDT,129925,Medium,5.94,Medium,4/20/2024,Expired,client@mail.com,Valid,1712345678,Unknown,High Risk
18672,No,Alpha Holdings,CITI,Savings,BDT,390561,High,null,Unknown,5/28/2024,Expired,client@bank.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Beta Funds,HSBC,Loan,Unknown,59422,Low,11.61,High,null,Unknown,Unknown,Missing,1712345678,Rejected,No Remarks
67738,No,Mary Invest,HSBC,Current,EUR,null,Unknown,6.34,Medium,7/21/2025,Expired,client@mail.com,Valid,Unknown,Rejected,Good Payer
null,Yes,Beta Funds,CITI,Investment,GBP,456044,High,9.45,Medium,11/11/2025,Expired,Unknown,Missing,1712345678,Approved,Good Payer
null,Yes,Mary Invest,CITI,Savings,USD,null,Unknown,null,Unknown,2/8/2025,Expired,client@mail.com,Valid,1712345678,Unknown,High Risk
85961,No,Mary Invest,Wells Fargo,Savings,BDT,478507,High,3.09,Low,10/25/2024,Expired,Unknown,Missing,1712345678,Unknown,No Remarks
null,Yes,Alpha Holdings,CHASE,Current,EUR,230493,Medium,7.09,Medium,null,Unknown,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Alpha Holdings,Wells Fargo,Savings,EUR,355788,High,4.79,Low,12/1/2024,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
54807,No,Mary Invest,CITI,Loan,USD,null,Unknown,8.29,Medium,3/18/2024,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
null,Yes,John Capital,HSBC,Investment,Unknown,null,Unknown,null,Unknown,3/13/2024,Expired,client@bank.com,Valid,1712345678,Approved,No Remarks
null,Yes,Mary Invest,CHASE,Savings,Unknown,218161,Medium,4.44,Low,9/23/2024,Expired,client@bank.com,Valid,1712345678,Unknown,High Risk
63848,No,John Capital,Unknown Bank,Savings,EUR,null,Unknown,11.06,High,12/22/2025,Expired,Unknown,Missing,Unknown,Rejected,Follow Up
null,Yes,Mary Invest,Wells Fargo,Investment,BDT,227737,Medium,5.72,Medium,10/3/2024,Expired,client@mail.com,Valid,Unknown,Approved,Good Payer
null,Yes,Unknown Client,BOFA,Savings,USD,153236,Medium,null,Unknown,null,Unknown,Unknown,Missing,Unknown,Pending,Good Payer
86250,No,Mary Invest,Wells Fargo,Current,Unknown,null,Unknown,null,Unknown,9/18/2025,Expired,client@bank.com,Valid,Unknown,Unknown,Good Payer
null,Yes,Unknown Client,CITI,Loan,EUR,20727,Low,7.38,Medium,5/14/2026,Expired,Unknown,Missing,Unknown,Rejected,High Risk
null,Yes,John Capital,Unknown Bank,Current,BDT,169579,Medium,null,Unknown,10/8/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Good Payer
82164,No,Alpha Holdings,Wells Fargo,Investment,BDT,333751,High,null,Unknown,1/17/2024,Expired,Unknown,Missing,1712345678,Unknown,Follow Up
null,Yes,John Capital,Unknown Bank,Investment,BDT,393768,High,9.71,Medium,10/28/2025,Expired,client@bank.com,Valid,1712345678,Approved,Good Payer
null,Yes,John Capital,HSBC,Loan,USD,318172,High,7.95,Medium,3/7/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
11691,No,Beta Funds,CHASE,Loan,USD,null,Unknown,null,Unknown,4/30/2026,Expired,Invalid Email,Invalid,Unknown,Rejected,Good Payer
null,Yes,John Capital,HSBC,Savings,Unknown,null,Unknown,8.22,Medium,7/12/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,High Risk
89951,No,Alpha Holdings,HSBC,Savings,USD,56460,Low,3.99,Low,4/6/2024,Expired,client@mail.com,Valid,1712345678,Rejected,Follow Up
48990,No,Beta Funds,CHASE,Investment,EUR,null,Unknown,7.86,Medium,11/13/2024,Expired,Unknown,Missing,1712345678,Pending,No Remarks
36219,No,Alpha Holdings,CHASE,Current,BDT,147567,Medium,4.99,Low,2/12/2025,Expired,client@bank.com,Valid,1712345678,Approved,No Remarks
null,Yes,Beta Funds,CHASE,Savings,GBP,50439,Low,null,Unknown,2/4/2024,Expired,Invalid Email,Invalid,1712345678,Rejected,Good Payer
null,Yes,Unknown Client,CITI,Investment,GBP,209736,Medium,null,Unknown,7/11/2025,Expired,Unknown,Missing,1712345678,Pending,High Risk
24794,No,Beta Funds,HSBC,Loan,EUR,264659,Medium,null,Unknown,3/16/2024,Expired,Unknown,Missing,Unknown,Approved,Follow Up
null,Yes,Mary Invest,BOFA,Savings,GBP,284298,Medium,6.03,Medium,3/24/2024,Expired,Unknown,Missing,1712345678,Approved,Follow Up
null,Yes,Alpha Holdings,CHASE,Current,BDT,null,Unknown,9.51,Medium,null,Unknown,client@mail.com,Valid,1712345678,Approved,High Risk
null,Yes,Beta Funds,Unknown Bank,Savings,EUR,43336,Low,null,Unknown,7/27/2025,Expired,client@bank.com,Valid,1712345678,Approved,Follow Up
null,Yes,Beta Funds,BOFA,Loan,USD,null,Unknown,null,Unknown,7/12/2025,Expired,Unknown,Missing,1712345678,Approved,Follow Up
73540,No,John Capital,Unknown Bank,Investment,Unknown,2322,Low,4.26,Low,5/14/2024,Expired,client@mail.com,Valid,Unknown,Approved,High Risk
null,Yes,Alpha Holdings,HSBC,Loan,GBP,null,Unknown,4.55,Low,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,High Risk
87266,No,Beta Funds,BOFA,Loan,EUR,290564,Medium,10.87,High,null,Unknown,client@bank.com,Valid,1712345678,Pending,No Remarks
12600,No,Unknown Client,BOFA,Current,EUR,57832,Low,null,Unknown,3/15/2025,Expired,client@mail.com,Valid,1712345678,Approved,Follow Up
90689,No,Beta Funds,CHASE,Loan,GBP,280231,Medium,null,Unknown,11/15/2024,Expired,client@mail.com,Valid,1712345678,Approved,No Remarks
null,Yes,Mary Invest,Unknown Bank,Savings,EUR,288885,Medium,5.72,Medium,null,Unknown,client@bank.com,Valid,Unknown,Approved,High Risk
80814,No,Unknown Client,CHASE,Investment,USD,null,Unknown,null,Unknown,3/2/2024,Expired,Unknown,Missing,1712345678,Approved,High Risk
null,Yes,John Capital,BOFA,Investment,EUR,115653,Medium,null,Unknown,6/20/2025,Expired,Invalid Email,Invalid,1712345678,Approved,No Remarks
null,Yes,Mary Invest,CITI,Savings,Unknown,null,Unknown,5.93,Medium,7/19/2025,Expired,client@bank.com,Valid,1712345678,Unknown,Good Payer
null,Yes,Mary Invest,Wells Fargo,Loan,EUR,null,Unknown,5.29,Medium,12/3/2025,Expired,Unknown,Missing,1712345678,Approved,Follow Up
89943,No,Alpha Holdings,BOFA,Current,Unknown,399173,High,6.69,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Approved,High Risk
66298,No,Mary Invest,CITI,Current,EUR,81206,Low,null,Unknown,5/18/2026,Expired,Unknown,Missing,1712345678,Unknown,High Risk
90564,No,Unknown Client,HSBC,Loan,BDT,134055,Medium,null,Unknown,1/22/2024,Expired,Unknown,Missing,Unknown,Unknown,High Risk
35209,No,Beta Funds,HSBC,Savings,GBP,null,Unknown,1.84,Low,4/28/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
20622,No,Mary Invest,BOFA,Investment,Unknown,265056,Medium,null,Unknown,null,Unknown,client@bank.com,Valid,Unknown,Approved,Good Payer
42859,No,Alpha Holdings,Unknown Bank,Savings,USD,149642,Medium,null,Unknown,9/27/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
45377,No,Beta Funds,BOFA,Investment,USD,155227,Medium,null,Unknown,7/3/2025,Expired,client@mail.com,Valid,1712345678,Rejected,High Risk
37551,No,Beta Funds,CITI,Loan,USD,134343,Medium,null,Unknown,5/3/2024,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
52531,No,Beta Funds,BOFA,Savings,Unknown,279319,Medium,9.36,Medium,11/26/2024,Expired,client@bank.com,Valid,1712345678,Unknown,No Remarks
21984,No,Mary Invest,CITI,Current,USD,478231,High,null,Unknown,6/10/2024,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
81322,No,Unknown Client,BOFA,Investment,BDT,394015,High,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Rejected,Follow Up
null,Yes,John Capital,CITI,Investment,GBP,200356,Medium,null,Unknown,7/5/2025,Expired,client@bank.com,Valid,Unknown,Pending,No Remarks
13971,No,Alpha Holdings,CITI,Current,EUR,null,Unknown,4.72,Low,10/16/2024,Expired,Unknown,Missing,Unknown,Rejected,Good Payer
null,Yes,Beta Funds,BOFA,Investment,EUR,182592,Medium,12.39,High,3/25/2026,Expired,Unknown,Missing,1712345678,Rejected,No Remarks
54988,No,John Capital,Unknown Bank,Loan,GBP,223570,Medium,10.48,High,null,Unknown,client@bank.com,Valid,Unknown,Approved,No Remarks
null,Yes,Mary Invest,CHASE,Loan,USD,284055,Medium,null,Unknown,9/13/2024,Expired,Invalid Email,Invalid,1712345678,Approved,No Remarks
null,Yes,Beta Funds,BOFA,Investment,BDT,450949,High,null,Unknown,6/12/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
null,Yes,Beta Funds,Wells Fargo,Savings,EUR,null,Unknown,null,Unknown,null,Unknown,client@bank.com,Valid,Unknown,Approved,Good Payer
null,Yes,Mary Invest,Wells Fargo,Investment,GBP,null,Unknown,10.24,High,null,Unknown,Invalid Email,Invalid,Unknown,Unknown,Good Payer
null,Yes,Mary Invest,CITI,Savings,EUR,448729,High,5.45,Medium,9/12/2024,Expired,client@mail.com,Valid,1712345678,Approved,Follow Up
null,Yes,Beta Funds,HSBC,Current,BDT,259243,Medium,4.86,Low,null,Unknown,Invalid Email,Invalid,Unknown,Pending,No Remarks
null,Yes,Beta Funds,CHASE,Investment,USD,157017,Medium,null,Unknown,5/2/2025,Expired,Unknown,Missing,1712345678,Approved,Good Payer
null,Yes,Beta Funds,CHASE,Loan,BDT,144112,Medium,6.67,Medium,6/4/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Good Payer
69470,No,Beta Funds,CITI,Loan,BDT,null,Unknown,null,Unknown,3/27/2026,Expired,Unknown,Missing,Unknown,Pending,Good Payer
22604,No,Beta Funds,HSBC,Savings,Unknown,null,Unknown,11.25,High,7/4/2024,Expired,client@bank.com,Valid,1712345678,Approved,Follow Up
null,Yes,Alpha Holdings,HSBC,Loan,Unknown,190384,Medium,3.97,Low,3/3/2026,Expired,Invalid Email,Invalid,1712345678,Approved,No Remarks
76748,No,Unknown Client,HSBC,Loan,EUR,243277,Medium,10.62,High,8/19/2025,Expired,client@bank.com,Valid,1712345678,Unknown,Follow Up
null,Yes,Beta Funds,BOFA,Investment,BDT,null,Unknown,8.8,Medium,7/16/2024,Expired,client@bank.com,Valid,1712345678,Approved,Good Payer
85389,No,Unknown Client,CHASE,Savings,BDT,null,Unknown,9.63,Medium,11/19/2024,Expired,Unknown,Missing,1712345678,Pending,High Risk
null,Yes,Beta Funds,HSBC,Investment,USD,421205,High,null,Unknown,11/22/2025,Expired,client@mail.com,Valid,1712345678,Approved,Good Payer
82250,No,Alpha Holdings,CITI,Loan,GBP,153555,Medium,null,Unknown,5/31/2025,Expired,client@mail.com,Valid,1712345678,Rejected,No Remarks
97970,No,Unknown Client,HSBC,Loan,Unknown,354733,High,null,Unknown,11/13/2024,Expired,client@bank.com,Valid,1712345678,Pending,Follow Up
null,Yes,John Capital,CHASE,Current,EUR,380112,High,2.91,Low,4/6/2025,Expired,Invalid Email,Invalid,1712345678,Pending,Good Payer
65219,No,Alpha Holdings,HSBC,Loan,EUR,486766,High,null,Unknown,5/2/2026,Expired,Unknown,Missing,Unknown,Rejected,High Risk
95206,No,Alpha Holdings,BOFA,Current,EUR,null,Unknown,4.17,Low,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,No Remarks
null,Yes,John Capital,HSBC,Savings,GBP,230174,Medium,null,Unknown,null,Unknown,Invalid Email,Invalid,Unknown,Approved,High Risk
null,Yes,Mary Invest,CITI,Current,BDT,null,Unknown,11.99,High,4/28/2025,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
67618,No,Mary Invest,CHASE,Savings,USD,null,Unknown,null,Unknown,null,Unknown,Unknown,Missing,Unknown,Pending,Follow Up
null,Yes,Beta Funds,CITI,Savings,BDT,null,Unknown,10.41,High,null,Unknown,client@bank.com,Valid,Unknown,Rejected,High Risk
73125,No,Mary Invest,Wells Fargo,Savings,BDT,222487,Medium,6.59,Medium,1/22/2025,Expired,client@bank.com,Valid,Unknown,Approved,Follow Up
48809,No,John Capital,HSBC,Loan,GBP,null,Unknown,null,Unknown,3/5/2025,Expired,client@bank.com,Valid,1712345678,Pending,High Risk
null,Yes,Unknown Client,CHASE,Investment,Unknown,null,Unknown,null,Unknown,12/26/2025,Expired,client@bank.com,Valid,Unknown,Pending,No Remarks
null,Yes,Unknown Client,Wells Fargo,Current,USD,null,Unknown,null,Unknown,8/24/2024,Expired,Unknown,Missing,Unknown,Unknown,Good Payer
32807,No,John Capital,CHASE,Savings,EUR,null,Unknown,11.04,High,6/28/2024,Expired,Unknown,Missing,1712345678,Rejected,No Remarks
26532,No,Mary Invest,CITI,Investment,Unknown,31012,Low,null,Unknown,5/25/2024,Expired,client@mail.com,Valid,1712345678,Unknown,High Risk
null,Yes,Unknown Client,HSBC,Investment,EUR,null,Unknown,null,Unknown,2/20/2025,Expired,client@bank.com,Valid,Unknown,Rejected,Good Payer
null,Yes,Alpha Holdings,HSBC,Loan,GBP,null,Unknown,null,Unknown,null,Unknown,client@mail.com,Valid,Unknown,Unknown,High Risk
60493,No,Unknown Client,Wells Fargo,Loan,USD,317853,High,null,Unknown,12/17/2025,Expired,Invalid Email,Invalid,Unknown,Pending,High Risk
13141,No,John Capital,Unknown Bank,Investment,Unknown,41118,Low,null,Unknown,11/27/2025,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
null,Yes,Mary Invest,HSBC,Loan,GBP,382887,High,10.55,High,2/8/2026,Expired,client@mail.com,Valid,1712345678,Approved,Follow Up
66110,No,John Capital,CITI,Savings,Unknown,null,Unknown,null,Unknown,12/7/2025,Expired,client@bank.com,Valid,Unknown,Pending,High Risk
11290,No,Mary Invest,BOFA,Savings,EUR,null,Unknown,5.14,Medium,11/2/2025,Expired,client@bank.com,Valid,1712345678,Pending,High Risk
59913,No,Alpha Holdings,CITI,Investment,EUR,null,Unknown,5.49,Medium,10/8/2024,Expired,Invalid Email,Invalid,1712345678,Approved,Good Payer
86289,No,John Capital,CITI,Investment,EUR,170043,Medium,3.51,Low,4/12/2026,Expired,Unknown,Missing,1712345678,Approved,Follow Up
null,Yes,Mary Invest,Unknown Bank,Loan,BDT,null,Unknown,10.87,High,10/10/2025,Expired,Invalid Email,Invalid,Unknown,Rejected,Good Payer
45612,No,John Capital,HSBC,Current,GBP,352313,High,1.52,Low,4/25/2026,Expired,Unknown,Missing,1712345678,Approved,Follow Up
29075,No,Unknown Client,HSBC,Current,USD,230932,Medium,null,Unknown,6/19/2025,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
null,Yes,Beta Funds,CITI,Savings,EUR,199888,Medium,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,Good Payer
67380,No,John Capital,Wells Fargo,Investment,GBP,null,Unknown,8.38,Medium,10/30/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
27683,No,Beta Funds,CITI,Savings,USD,165420,Medium,7.65,Medium,8/13/2024,Expired,client@bank.com,Valid,Unknown,Rejected,Good Payer
null,Yes,John Capital,CHASE,Savings,GBP,null,Unknown,7.16,Medium,null,Unknown,client@bank.com,Valid,1712345678,Approved,Good Payer
17535,No,Unknown Client,BOFA,Loan,GBP,null,Unknown,9.62,Medium,5/22/2026,Expired,Invalid Email,Invalid,1712345678,Unknown,Follow Up
16074,No,Alpha Holdings,Wells Fargo,Investment,BDT,348866,High,null,Unknown,3/29/2024,Expired,Invalid Email,Invalid,Unknown,Rejected,High Risk
44495,No,Alpha Holdings,BOFA,Savings,EUR,68512,Low,4.53,Low,9/19/2024,Expired,Unknown,Missing,1712345678,Pending,High Risk
null,Yes,Unknown Client,HSBC,Current,Unknown,160747,Medium,6.92,Medium,null,Unknown,Unknown,Missing,1712345678,Pending,Follow Up
97242,No,Unknown Client,CITI,Loan,Unknown,null,Unknown,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Approved,Follow Up
40530,No,Unknown Client,Wells Fargo,Investment,GBP,450491,High,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Unknown,No Remarks
38227,No,Mary Invest,HSBC,Current,Unknown,null,Unknown,null,Unknown,3/27/2024,Expired,Unknown,Missing,Unknown,Unknown,No Remarks
null,Yes,Mary Invest,Wells Fargo,Savings,GBP,145661,Medium,null,Unknown,4/20/2026,Expired,Invalid Email,Invalid,1712345678,Approved,No Remarks
18855,No,Mary Invest,CITI,Investment,GBP,211814,Medium,2.4,Low,1/24/2025,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
null,Yes,Unknown Client,Wells Fargo,Savings,USD,39569,Low,null,Unknown,1/13/2025,Expired,client@bank.com,Valid,1712345678,Rejected,High Risk
null,Yes,John Capital,CHASE,Loan,Unknown,null,Unknown,10.01,High,5/2/2026,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
48675,No,Unknown Client,Unknown Bank,Loan,EUR,null,Unknown,6.49,Medium,7/24/2024,Expired,Unknown,Missing,1712345678,Approved,Good Payer
55530,No,Beta Funds,CHASE,Current,USD,245878,Medium,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Good Payer
13720,No,Beta Funds,CHASE,Investment,Unknown,149488,Medium,null,Unknown,7/25/2024,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
null,Yes,Alpha Holdings,Unknown Bank,Loan,BDT,372645,High,9.09,Medium,6/12/2024,Expired,Invalid Email,Invalid,1712345678,Pending,High Risk
null,Yes,Unknown Client,BOFA,Loan,Unknown,227868,Medium,null,Unknown,2/20/2026,Expired,client@bank.com,Valid,1712345678,Unknown,High Risk
null,Yes,Mary Invest,Unknown Bank,Current,EUR,100846,Medium,null,Unknown,8/14/2025,Expired,Invalid Email,Invalid,Unknown,Pending,Follow Up
null,Yes,Beta Funds,BOFA,Savings,BDT,null,Unknown,null,Unknown,1/17/2026,Expired,Unknown,Missing,1712345678,Pending,Follow Up
